,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
122369,2301,155,2456,14.84516129032258
122375,3127,71,3198,44.04225352112676
122376,3759,108,3867,34.80555555555556
122390,1783,139,1922,12.827338129496402
122394,2482,63,2545,39.3968253968254
122404,3615,333,3948,10.855855855855856
122412,3918,118,4036,33.20338983050848
122428,2829,117,2946,24.17948717948718
122436,2755,234,2989,11.773504273504274
122439,3126,212,3338,14.745283018867925
122452,2929,96,3025,30.510416666666668
122464,737,258,995,2.856589147286822
122466,3022,159,3181,19.0062893081761
122475,2299,290,2589,7.927586206896552
122488,3588,136,3724,26.38235294117647
122513,3402,121,3523,28.115702479338843
122519,2642,421,3063,6.275534441805226
122520,3081,329,3410,9.364741641337384
122526,1514,372,1886,4.06989247311828
122543,3290,308,3598,10.681818181818182
122548,2841,164,3005,17.323170731707318
122556,2713,80,2793,33.9125
122560,1895,148,2043,12.804054054054054
122562,1566,89,1655,17.59550561797753
122594,2932,110,3042,26.654545454545456
122596,1667,197,1864,8.461928934010153
122600,3830,244,4074,15.69672131147541
122602,3158,107,3265,29.514018691588785
122606,1760,104,1864,16.923076923076923
122609,2503,102,2605,24.53921568627451
122611,3580,254,3834,14.094488188976378
122612,1913,996,2909,1.920682730923695
122625,918,153,1071,6.0
122633,2253,191,2444,11.795811518324609
122644,1280,291,1571,4.398625429553265
122649,3612,204,3816,17.705882352941178
122656,2319,478,2797,4.851464435146443
122659,1565,111,1676,14.0990990990991
122671,1887,101,1988,18.683168316831683
122684,3744,252,3996,14.857142857142858
122690,2501,318,2819,7.864779874213837
122691,1799,729,2528,2.467764060356653
122692,2939,194,3133,15.149484536082474
122694,1079,167,1246,6.461077844311378
122701,2335,163,2498,14.325153374233128
122707,3530,92,3622,38.369565217391305
122708,2812,111,2923,25.33333333333333
122711,1663,210,1873,7.919047619047619
122715,178,3842,4020,0.0463300364393545
122717,1185,245,1430,4.836734693877551
122728,3216,280,3496,11.485714285714286
122733,2318,233,2551,9.948497854077251
122746,2890,161,3051,17.950310559006212
122761,2244,355,2599,6.32112676056338
122772,1456,146,1602,9.972602739726028
122784,3285,132,3417,24.88636363636364
122785,1899,198,2097,9.590909090909092
122815,3339,229,3568,14.580786026200874
122821,3401,219,3620,15.529680365296803
122823,3645,163,3808,22.36196319018405
122824,2965,236,3201,12.563559322033898
122842,3397,110,3507,30.881818181818183
122848,2443,154,2597,15.863636363636363
122852,3633,140,3773,25.95
122868,836,168,1004,4.976190476190476
122869,1631,223,1854,7.313901345291479
122872,3313,324,3637,10.225308641975309
122874,2599,329,2928,7.899696048632219
122880,3598,227,3825,15.85022026431718
122886,2292,304,2596,7.5394736842105265
122888,2141,86,2227,24.8953488372093
122898,3292,149,3441,22.093959731543624
122906,3652,264,3916,13.833333333333334
122916,1158,178,1336,6.50561797752809
122919,3671,241,3912,15.232365145228217
122923,2885,137,3022,21.05839416058394
122933,3047,209,3256,14.578947368421051
122935,2765,51,2816,54.21568627450981
122939,1259,96,1355,13.114583333333334
122942,3375,224,3599,15.066964285714286
122945,2361,212,2573,11.13679245283019
122960,1357,186,1543,7.295698924731183
122968,1962,164,2126,11.96341463414634
122969,3030,39,3069,77.6923076923077
122980,3568,286,3854,12.475524475524477
122988,1517,814,2331,1.8636363636363635
122991,1708,86,1794,19.86046511627907
122997,1710,142,1852,12.04225352112676
123000,727,207,934,3.5120772946859904
123009,2477,192,2669,12.901041666666666
123020,3246,212,3458,15.31132075471698
123044,3311,65,3376,50.93846153846154
123054,2463,235,2698,10.480851063829787
123058,3493,192,3685,18.19270833333333
123059,3597,239,3836,15.05020920502092
123065,2915,113,3028,25.79646017699115
123086,339,1266,1605,0.2677725118483412
123096,1549,126,1675,12.293650793650794
123112,1342,70,1412,19.17142857142857
123120,3251,408,3659,7.96813725490196
123123,3573,193,3766,18.51295336787565
123124,2517,261,2778,9.64367816091954
123126,1750,124,1874,14.112903225806452
123130,2480,145,2625,17.103448275862068
123136,3178,96,3274,33.104166666666664
123137,2808,89,2897,31.55056179775281
123150,1400,228,1628,6.140350877192983
123156,1876,119,1995,15.764705882352942
123163,949,135,1084,7.029629629629629
123168,1733,183,1916,9.469945355191255
123170,3459,604,4063,5.72682119205298
123174,3101,79,3180,39.25316455696203
123175,2123,293,2416,7.245733788395904
123179,2932,771,3703,3.802853437094682
123185,2855,145,3000,19.689655172413797
123191,2560,374,2934,6.8449197860962565
123193,3588,153,3741,23.45098039215686
123195,1670,104,1774,16.057692307692307
123212,3724,190,3914,19.6
123217,2019,219,2238,9.219178082191782
123220,274,2438,2712,0.1123872026251025
123226,3149,311,3460,10.12540192926045
123230,3663,99,3762,37.0
123238,3327,238,3565,13.978991596638656
123239,1305,140,1445,9.321428571428571
123256,2975,59,3034,50.42372881355932
123259,2301,188,2489,12.23936170212766
123265,1174,171,1345,6.865497076023392
123267,1,3705,3706,0.0002699055330634
123272,3666,170,3836,21.564705882352943
123273,1647,216,1863,7.625
123274,1541,154,1695,10.006493506493506
123283,1962,292,2254,6.719178082191781
123291,2496,209,2705,11.942583732057416
123304,2122,189,2311,11.227513227513228
123318,2293,149,2442,15.389261744966444
123320,2448,44,2492,55.63636363636363
123330,3918,140,4058,27.985714285714284
123331,2165,175,2340,12.371428571428572
123356,1035,34,1069,30.44117647058824
123359,2901,65,2966,44.63076923076923
123363,1461,116,1577,12.594827586206897
123367,2835,22,2857,128.86363636363637
123368,2361,158,2519,14.943037974683543
123369,3019,123,3142,24.54471544715447
123371,3393,260,3653,13.05
123380,3973,88,4061,45.14772727272727
123383,3607,177,3784,20.37853107344633
123385,3575,128,3703,27.9296875
123388,1601,163,1764,9.822085889570552
123391,1949,109,2058,17.880733944954127
123400,1493,460,1953,3.2456521739130437
123406,2752,172,2924,16.0
123412,2267,77,2344,29.44155844155844
123417,1866,236,2102,7.906779661016949
123418,3083,159,3242,19.38993710691824
123424,1057,168,1225,6.291666666666667
123443,3351,121,3472,27.694214876033055
123455,3680,313,3993,11.757188498402556
123456,2787,146,2933,19.08904109589041
123457,3134,125,3259,25.072
123465,2958,166,3124,17.819277108433734
123470,1748,126,1874,13.873015873015872
123474,1958,164,2122,11.939024390243905
123477,1478,452,1930,3.269911504424779
123478,3639,175,3814,20.794285714285717
123479,2638,100,2738,26.38
123481,62,2540,2602,0.0244094488188976
123483,3751,156,3907,24.0448717948718
123492,2856,211,3067,13.535545023696685
123496,3100,103,3203,30.097087378640776
123511,3804,84,3888,45.285714285714285
123521,2096,85,2181,24.65882352941177
123531,2750,212,2962,12.971698113207546
123542,1973,92,2065,21.445652173913043
123543,2607,402,3009,6.485074626865671
123550,1943,72,2015,26.98611111111111
123557,2698,73,2771,36.95890410958904
123560,3095,197,3292,15.710659898477155
123563,2458,138,2596,17.81159420289855
123575,906,217,1123,4.175115207373272
123582,2634,129,2763,20.41860465116279
123587,3879,122,4001,31.795081967213115
123593,3331,225,3556,14.804444444444444
123599,2718,105,2823,25.88571428571429
123604,3656,246,3902,14.861788617886178
123606,1685,172,1857,9.796511627906977
123619,1646,69,1715,23.85507246376812
123629,2208,337,2545,6.551928783382789
123638,3119,145,3264,21.51034482758621
123647,58,3105,3163,0.0186795491143317
123681,1492,189,1681,7.894179894179894
123684,2889,81,2970,35.666666666666664
123687,1861,195,2056,9.543589743589743
123706,2551,169,2720,15.094674556213018
123708,3735,12,3747,311.25
123715,2627,219,2846,11.99543378995434
123723,2763,204,2967,13.544117647058824
123729,3857,115,3972,33.53913043478261
123742,2869,117,2986,24.521367521367523
123744,2525,23,2548,109.78260869565216
123746,475,50,525,9.5
123748,3271,244,3515,13.405737704918034
123750,1024,192,1216,5.333333333333333
123754,1918,74,1992,25.91891891891892
123765,2204,200,2404,11.02
123770,3821,272,4093,14.047794117647058
123775,2753,595,3348,4.6268907563025214
123777,1555,113,1668,13.761061946902656
123788,3518,273,3791,12.886446886446889
123789,2385,225,2610,10.6
123796,2167,129,2296,16.7984496124031
123798,2678,302,2980,8.867549668874172
123802,3014,104,3118,28.98076923076923
123804,2555,225,2780,11.355555555555556
123815,689,183,872,3.765027322404372
123819,3435,168,3603,20.446428571428573
123822,3248,223,3471,14.565022421524665
123829,3834,200,4034,19.17
123838,2669,348,3017,7.669540229885057
123851,1786,134,1920,13.328358208955224
123872,2348,338,2686,6.946745562130178
123874,47,2404,2451,0.0195507487520798
123883,2092,190,2282,11.010526315789471
123914,1992,157,2149,12.687898089171975
123917,1740,168,1908,10.357142857142858
123918,2208,143,2351,15.44055944055944
123938,1006,321,1327,3.133956386292835
123956,2924,419,3343,6.978520286396181
123960,3161,124,3285,25.491935483870968
123964,1858,333,2191,5.57957957957958
123983,2315,133,2448,17.406015037593985
123994,3282,84,3366,39.07142857142857
123996,910,38,948,23.94736842105263
124001,948,114,1062,8.31578947368421
124012,1683,148,1831,11.37162162162162
124023,2927,332,3259,8.816265060240964
124025,2718,271,2989,10.029520295202952
124028,1632,83,1715,19.66265060240964
124029,2092,240,2332,8.716666666666667
124030,2174,1376,3550,1.5799418604651163
124032,2307,63,2370,36.61904761904762
124035,3709,110,3819,33.71818181818182
124048,2263,129,2392,17.54263565891473
124053,2535,93,2628,27.258064516129032
124054,2321,210,2531,11.052380952380952
124056,3427,329,3756,10.416413373860182
124059,1328,165,1493,8.048484848484849
124061,3121,321,3442,9.722741433021806
124067,2649,248,2897,10.681451612903226
124068,2819,179,2998,15.748603351955309
124077,2242,144,2386,15.569444444444445
124085,111,1974,2085,0.0562310030395136
124090,3641,110,3751,33.1
124092,3704,176,3880,21.045454545454547
124095,2829,125,2954,22.632
124097,1570,145,1715,10.827586206896552
124102,3369,505,3874,6.671287128712871
124115,2318,93,2411,24.9247311827957
124134,2947,46,2993,64.06521739130434
124137,1006,391,1397,2.572890025575448
124144,3016,203,3219,14.857142857142858
124155,3286,118,3404,27.847457627118644
124157,2559,110,2669,23.26363636363636
124159,3261,96,3357,33.96875
124167,2063,233,2296,8.854077253218884
124171,2588,270,2858,9.585185185185184
124174,2027,376,2403,5.39095744680851
124179,2186,341,2527,6.410557184750733
124180,1260,731,1991,1.723666210670315
124188,3491,351,3842,9.945868945868948
124189,471,552,1023,0.8532608695652174
124192,1898,186,2084,10.204301075268818
124200,2212,149,2361,14.845637583892618
124204,3423,186,3609,18.40322580645161
124206,2163,74,2237,29.22972972972973
124210,3790,200,3990,18.95
124221,1835,50,1885,36.7
124227,1171,161,1332,7.273291925465839
124241,440,1514,1954,0.2906208718626156
124257,3854,144,3998,26.76388888888889
124262,2070,69,2139,30.0
124273,1242,400,1642,3.105
124276,1438,245,1683,5.869387755102041
124277,3394,208,3602,16.317307692307693
124281,3392,151,3543,22.4635761589404
124288,2088,103,2191,20.271844660194176
124299,2297,34,2331,67.55882352941177
124303,704,119,823,5.915966386554622
124311,2433,108,2541,22.52777777777778
124319,2563,150,2713,17.086666666666666
124326,2298,198,2496,11.606060606060606
124339,2023,158,2181,12.80379746835443
124354,2087,146,2233,14.294520547945206
124357,2381,372,2753,6.400537634408602
124366,1832,181,2013,10.121546961325969
124383,3891,158,4049,24.626582278481013
124384,3835,78,3913,49.16666666666666
124392,2420,125,2545,19.36
124394,2675,229,2904,11.68122270742358
124401,2453,91,2544,26.95604395604396
124404,1193,180,1373,6.627777777777778
124405,1735,283,2018,6.130742049469965
124428,2642,249,2891,10.610441767068274
124436,3740,49,3789,76.3265306122449
124442,2713,119,2832,22.798319327731093
124462,2944,304,3248,9.68421052631579
124483,3246,213,3459,15.23943661971831
124509,3438,306,3744,11.235294117647058
124516,1177,244,1421,4.823770491803279
124518,3761,137,3898,27.452554744525543
124523,1301,74,1375,17.58108108108108
124526,2818,270,3088,10.437037037037037
124528,353,3151,3504,0.1120279276420184
124530,3512,181,3693,19.403314917127076
124531,320,3251,3571,0.0984312519224853
124537,3499,188,3687,18.611702127659573
124550,2997,199,3196,15.06030150753769
124570,3069,121,3190,25.363636363636363
124574,1990,173,2163,11.502890173410403
124582,2934,229,3163,12.812227074235809
124590,352,446,798,0.7892376681614349
124597,3335,234,3569,14.252136752136751
124619,3389,147,3536,23.05442176870748
124629,3320,248,3568,13.387096774193548
124636,2688,165,2853,16.29090909090909
124658,3526,429,3955,8.21911421911422
124662,1831,325,2156,5.633846153846154
124664,2964,203,3167,14.600985221674875
124670,2829,132,2961,21.431818181818183
124678,3707,209,3916,17.736842105263158
124683,953,100,1053,9.53
124690,2124,215,2339,9.87906976744186
124696,3588,281,3869,12.768683274021353
124701,1239,194,1433,6.38659793814433
124707,3216,119,3335,27.025210084033613
124708,3451,299,3750,11.54180602006689
124711,2723,292,3015,9.325342465753424
124727,3335,187,3522,17.834224598930483
124731,1072,88,1160,12.181818181818182
124736,3908,99,4007,39.474747474747474
124739,3869,131,4000,29.53435114503817
124743,2887,209,3096,13.813397129186605
124745,58,1663,1721,0.0348767288033674
124753,2262,225,2487,10.053333333333333
124771,2948,130,3078,22.67692307692308
124772,2316,429,2745,5.398601398601398
124786,3368,170,3538,19.811764705882357
124790,2582,130,2712,19.861538461538466
124818,3120,258,3378,12.093023255813954
124821,754,2391,3145,0.315349226265161
124829,3448,54,3502,63.851851851851855
124837,2663,85,2748,31.32941176470588
124843,2946,97,3043,30.371134020618555
124853,2621,201,2822,13.039800995024876
124868,3704,237,3941,15.628691983122362
124882,3599,174,3773,20.683908045977013
124885,2129,161,2290,13.22360248447205
124887,2716,100,2816,27.16
124891,3853,156,4009,24.69871794871795
124902,1969,32,2001,61.53125
124904,2733,140,2873,19.52142857142857
124905,3499,113,3612,30.964601769911503
124907,2093,113,2206,18.52212389380531
124919,3311,200,3511,16.555
124921,1525,191,1716,7.984293193717278
124929,3552,245,3797,14.49795918367347
124932,3754,135,3889,27.807407407407407
124949,2413,81,2494,29.790123456790123
124954,2529,252,2781,10.035714285714286
124955,2217,143,2360,15.503496503496503
124966,2415,239,2654,10.104602510460252
124967,2875,166,3041,17.319277108433734
124976,615,189,804,3.253968253968254
124984,1005,308,1313,3.262987012987013
124987,3668,199,3867,18.4321608040201
124992,3657,139,3796,26.30935251798561
124998,3732,233,3965,16.01716738197425
125008,1646,120,1766,13.716666666666669
125010,2996,176,3172,17.022727272727273
125012,689,3371,4060,0.2043903886087214
125018,878,170,1048,5.1647058823529415
125020,1783,138,1921,12.920289855072465
125028,3446,117,3563,29.45299145299145
125036,2627,384,3011,6.841145833333333
125049,2947,187,3134,15.759358288770054
125051,3360,94,3454,35.744680851063826
125052,399,46,445,8.673913043478262
125053,2282,97,2379,23.52577319587629
125054,3682,180,3862,20.45555555555556
125057,2326,135,2461,17.22962962962963
125077,2259,252,2511,8.964285714285714
125083,2445,124,2569,19.717741935483872
125109,1833,142,1975,12.908450704225352
125113,2683,286,2969,9.381118881118882
125120,3252,163,3415,19.950920245398773
125123,3334,232,3566,14.370689655172416
125126,3228,161,3389,20.049689440993788
125151,2469,123,2592,20.07317073170732
125152,2747,211,2958,13.018957345971565
125171,964,109,1073,8.844036697247706
125174,3020,230,3250,13.130434782608695
125183,1970,158,2128,12.468354430379748
125189,3383,166,3549,20.379518072289155
125196,3834,173,4007,22.161849710982658
125207,2535,171,2706,14.824561403508772
125224,2003,562,2565,3.56405693950178
125228,596,2265,2861,0.2631346578366446
125233,3107,212,3319,14.65566037735849
125237,2620,148,2768,17.7027027027027
125246,2622,549,3171,4.775956284153006
125252,1622,71,1693,22.84507042253521
125265,2982,152,3134,19.61842105263158
125269,3800,162,3962,23.45679012345679
125276,767,2114,2881,0.3628192999053926
125278,2510,242,2752,10.37190082644628
125282,2983,288,3271,10.35763888888889
125289,3723,288,4011,12.927083333333334
125294,3100,116,3216,26.724137931034484
125295,2343,333,2676,7.036036036036036
125311,2565,79,2644,32.46835443037975
125339,3911,81,3992,48.28395061728395
125340,2056,226,2282,9.097345132743364
125358,922,181,1103,5.093922651933702
125373,3731,258,3989,14.46124031007752
125402,2440,73,2513,33.42465753424658
125403,2400,263,2663,9.125475285171104
125406,2057,177,2234,11.621468926553671
125409,3453,137,3590,25.204379562043798
125411,2951,429,3380,6.878787878787879
125419,2964,110,3074,26.945454545454545
125426,3443,190,3633,18.121052631578948
125428,3005,117,3122,25.683760683760685
125434,2978,173,3151,17.213872832369944
125459,2663,158,2821,16.854430379746834
125463,1581,128,1709,12.3515625
125466,1999,198,2197,10.095959595959595
125479,2933,418,3351,7.016746411483253
125480,2746,121,2867,22.694214876033055
125485,1961,142,2103,13.809859154929578
125486,2595,74,2669,35.067567567567565
125491,3605,148,3753,24.35810810810811
125493,3114,323,3437,9.640866873065017
125494,2316,169,2485,13.70414201183432
125500,671,81,752,8.283950617283951
125504,1906,105,2011,18.152380952380952
125507,84,1249,1333,0.0672538030424339
125516,3142,209,3351,15.033492822966506
125528,2101,190,2291,11.057894736842105
125533,2446,56,2502,43.67857142857143
125534,2305,263,2568,8.76425855513308
125545,1392,251,1643,5.5458167330677295
125549,3900,140,4040,27.857142857142858
125551,213,3587,3800,0.0593810984109283
125559,3568,119,3687,29.983193277310924
125578,3126,197,3323,15.868020304568528
125584,1468,508,1976,2.8897637795275597
125585,3127,220,3347,14.213636363636365
125597,1530,269,1799,5.687732342007435
125622,2812,266,3078,10.571428571428571
125631,3246,323,3569,10.04953560371517
125633,1966,95,2061,20.694736842105264
125635,3516,87,3603,40.41379310344828
125639,2020,541,2561,3.733826247689464
125644,3591,119,3710,30.176470588235293
125647,1918,77,1995,24.90909090909091
125652,2568,308,2876,8.337662337662337
125654,3493,106,3599,32.95283018867924
125655,3591,238,3829,15.088235294117649
125661,3376,237,3613,14.244725738396625
125663,3487,197,3684,17.700507614213198
125675,3029,384,3413,7.888020833333333
125678,2583,184,2767,14.03804347826087
125679,2402,147,2549,16.34013605442177
125681,3844,156,4000,24.64102564102564
125691,3658,337,3995,10.85459940652819
125707,1495,76,1571,19.67105263157895
125712,2724,129,2853,21.11627906976744
125715,3643,195,3838,18.682051282051283
125721,2976,153,3129,19.45098039215686
125733,2774,56,2830,49.535714285714285
125741,2231,178,2409,12.53370786516854
125743,1113,103,1216,10.805825242718448
125752,2294,190,2484,12.073684210526316
125760,3336,113,3449,29.52212389380531
125795,3671,170,3841,21.594117647058823
125805,27,3709,3736,0.0072795901860339
125820,1800,139,1939,12.949640287769784
125848,3883,130,4013,29.869230769230768
125849,2127,182,2309,11.686813186813186
125901,694,74,768,9.37837837837838
125922,3745,136,3881,27.53676470588235
125935,2177,157,2334,13.86624203821656
125945,3529,179,3708,19.71508379888268
125947,3467,357,3824,9.711484593837534
125949,3118,194,3312,16.072164948453608
125958,362,165,527,2.193939393939394
125962,2335,129,2464,18.100775193798448
125974,3204,361,3565,8.875346260387811
125976,2361,168,2529,14.053571428571429
125979,3316,16,3332,207.25
125989,3356,150,3506,22.37333333333333
125995,3276,389,3665,8.42159383033419
125998,515,2460,2975,0.2093495934959349
126008,2806,133,2939,21.09774436090225
126034,2693,120,2813,22.441666666666663
126045,1402,51,1453,27.49019607843137
126046,2303,102,2405,22.57843137254902
126050,1769,270,2039,6.551851851851852
126059,3609,250,3859,14.436
126063,3405,130,3535,26.192307692307693
126077,3137,117,3254,26.811965811965813
126091,2142,176,2318,12.170454545454543
126096,1363,838,2201,1.626491646778043
126118,2873,346,3219,8.303468208092486
126137,1870,213,2083,8.779342723004694
126141,1062,41,1103,25.902439024390244
126146,1928,201,2129,9.592039800995025
126149,2191,158,2349,13.867088607594935
126154,1786,135,1921,13.22962962962963
126162,2542,250,2792,10.168
126173,2450,294,2744,8.333333333333334
126192,3509,319,3828,11.0
126200,1249,364,1613,3.431318681318681
126210,1915,86,2001,22.26744186046512
126215,2632,128,2760,20.5625
126227,3826,173,3999,22.115606936416185
126231,3325,421,3746,7.897862232779097
126239,2945,286,3231,10.297202797202797
126242,3253,176,3429,18.482954545454547
126243,3309,180,3489,18.383333333333333
126248,3110,187,3297,16.63101604278075
126249,2437,115,2552,21.191304347826087
126250,2106,102,2208,20.647058823529413
126262,3783,138,3921,27.41304347826087
126278,3989,37,4026,107.8108108108108
126303,2656,115,2771,23.095652173913045
126311,2337,97,2434,24.09278350515464
126318,3780,162,3942,23.33333333333333
126324,1548,116,1664,13.344827586206897
126330,2567,263,2830,9.76045627376426
126339,3842,169,4011,22.733727810650887
126343,2274,59,2333,38.54237288135593
126348,2729,192,2921,14.213541666666666
126349,2440,78,2518,31.28205128205128
126352,3630,193,3823,18.80829015544041
126375,375,2191,2566,0.1711547238703788
126386,3078,614,3692,5.013029315960912
126397,3638,153,3791,23.77777777777778
126404,1782,341,2123,5.225806451612903
126423,3776,232,4008,16.275862068965516
126426,1956,125,2081,15.648
126433,3789,150,3939,25.26
126444,3406,56,3462,60.82142857142857
126450,1501,79,1580,19.0
126456,174,47,221,3.702127659574468
126467,3794,122,3916,31.098360655737704
126470,2461,259,2720,9.501930501930502
126493,2016,284,2300,7.098591549295775
126500,3370,83,3453,40.60240963855421
126501,1678,286,1964,5.867132867132868
126511,3256,125,3381,26.048
126515,3384,66,3450,51.27272727272727
126530,3706,165,3871,22.46060606060606
126534,2840,54,2894,52.5925925925926
126539,2711,148,2859,18.31756756756757
126548,3467,29,3496,119.55172413793105
126557,2414,260,2674,9.284615384615384
126567,3029,105,3134,28.847619047619048
126574,1456,220,1676,6.618181818181818
126576,2786,268,3054,10.3955223880597
126582,1615,41,1656,39.39024390243903
126618,3344,133,3477,25.142857142857142
126631,3374,33,3407,102.24242424242424
126632,3098,169,3267,18.33136094674556
126635,1514,260,1774,5.823076923076923
126679,3769,297,4066,12.69023569023569
126682,3046,284,3330,10.725352112676056
126683,2630,146,2776,18.013698630136986
126700,3597,105,3702,34.25714285714286
126706,1087,106,1193,10.254716981132075
126708,2257,239,2496,9.443514644351463
126724,3574,151,3725,23.66887417218543
126726,3397,299,3696,11.361204013377929
126730,3460,90,3550,38.44444444444444
126757,3632,89,3721,40.80898876404494
126766,1543,346,1889,4.459537572254336
126788,1552,161,1713,9.639751552795031
126793,1904,159,2063,11.974842767295597
126802,2677,65,2742,41.18461538461538
126812,2584,179,2763,14.435754189944134
126818,3315,240,3555,13.8125
126825,3150,203,3353,15.517241379310343
126830,2478,106,2584,23.37735849056604
126837,2994,249,3243,12.024096385542167
126850,2908,82,2990,35.46341463414634
126852,737,75,812,9.826666666666666
126853,1430,78,1508,18.33333333333333
126862,3694,197,3891,18.751269035533
126865,2311,277,2588,8.342960288808664
126869,2890,259,3149,11.15830115830116
126873,1845,142,1987,12.992957746478874
126892,2106,134,2240,15.71641791044776
126907,3184,158,3342,20.151898734177216
126923,1843,107,1950,17.22429906542056
126925,830,93,923,8.924731182795698
126932,2784,78,2862,35.69230769230769
126933,2284,445,2729,5.132584269662921
126938,3283,131,3414,25.06106870229008
126958,2066,116,2182,17.810344827586206
126963,3093,192,3285,16.109375
126964,3306,128,3434,25.828125
126966,3781,74,3855,51.0945945945946
126967,2662,134,2796,19.86567164179105
126968,3223,232,3455,13.892241379310343
126985,2936,145,3081,20.248275862068965
126989,3374,145,3519,23.26896551724138
126990,2857,97,2954,29.45360824742268
127008,3673,263,3936,13.965779467680608
127009,2742,136,2878,20.16176470588235
127021,3822,73,3895,52.35616438356164
127024,1469,614,2083,2.3925081433224755
127028,2222,175,2397,12.697142857142858
127036,1919,70,1989,27.414285714285715
127049,1292,97,1389,13.31958762886598
127056,3210,97,3307,33.09278350515464
127063,2932,115,3047,25.495652173913044
127069,2427,128,2555,18.9609375
127070,665,95,760,7.0
127078,2861,102,2963,28.04901960784314
127107,1793,208,2001,8.620192307692308
127110,3498,141,3639,24.80851063829787
127116,3504,186,3690,18.83870967741936
127118,3700,270,3970,13.703703703703704
127127,1119,305,1424,3.6688524590163936
127140,2269,233,2502,9.738197424892704
127141,3162,144,3306,21.95833333333333
127146,1091,107,1198,10.19626168224299
127148,2418,199,2617,12.150753768844222
127149,3230,206,3436,15.679611650485436
127164,3924,150,4074,26.16
127167,692,204,896,3.392156862745098
127170,1977,177,2154,11.169491525423728
127173,3545,221,3766,16.040723981900452
127180,2503,211,2714,11.862559241706162
127186,857,59,916,14.52542372881356
127188,3428,252,3680,13.603174603174605
127193,2250,165,2415,13.636363636363637
127195,2191,109,2300,20.10091743119266
127197,2666,134,2800,19.895522388059703
127208,2087,280,2367,7.453571428571428
127210,3511,190,3701,18.478947368421053
127217,2981,156,3137,19.10897435897436
127218,390,3017,3407,0.1292674842558833
127219,3658,128,3786,28.578125
127223,1804,249,2053,7.244979919678715
127239,220,2799,3019,0.0785994998213647
127252,1621,149,1770,10.879194630872483
127253,1918,163,2081,11.766871165644172
127279,2182,117,2299,18.64957264957265
127282,2778,139,2917,19.985611510791365
127296,3157,151,3308,20.90728476821192
127306,3771,172,3943,21.92441860465116
127314,1819,388,2207,4.688144329896907
127316,3776,163,3939,23.165644171779142
127320,3569,275,3844,12.978181818181818
127333,1609,179,1788,8.988826815642458
127338,2926,206,3132,14.20388349514563
127346,1306,103,1409,12.679611650485436
127347,3376,124,3500,27.225806451612904
127348,2461,145,2606,16.97241379310345
127354,731,2122,2853,0.3444863336475023
127355,3719,310,4029,11.996774193548386
127357,3238,126,3364,25.6984126984127
127361,73,2897,2970,0.0251984811874352
127365,3260,99,3359,32.92929292929293
127371,3874,157,4031,24.67515923566879
127381,1317,390,1707,3.376923076923077
127383,1929,336,2265,5.741071428571429
127385,2063,152,2215,13.572368421052632
127390,2268,423,2691,5.361702127659575
127397,915,130,1045,7.038461538461538
127411,2604,142,2746,18.338028169014084
127413,2777,269,3046,10.323420074349444
127425,2095,151,2246,13.874172185430464
127434,921,181,1102,5.088397790055248
127453,2825,215,3040,13.13953488372093
127455,3578,316,3894,11.322784810126585
127466,2978,236,3214,12.61864406779661
127469,2248,161,2409,13.96273291925466
127470,2882,147,3029,19.60544217687075
127472,2975,277,3252,10.740072202166065
127486,1538,165,1703,9.32121212121212
127493,3341,157,3498,21.280254777070063
127494,3600,215,3815,16.74418604651163
127498,354,2540,2894,0.1393700787401574
127507,2823,124,2947,22.766129032258064
127509,2663,98,2761,27.1734693877551
127537,3268,140,3408,23.34285714285714
127545,3866,214,4080,18.065420560747665
127568,1963,202,2165,9.717821782178218
127582,1364,129,1493,10.573643410852712
127589,1655,327,1982,5.061162079510703
127591,1962,187,2149,10.491978609625669
127600,2915,110,3025,26.5
127603,606,239,845,2.5355648535564854
127604,3933,138,4071,28.5
127616,1571,403,1974,3.898263027295285
127633,3596,177,3773,20.31638418079096
127650,2396,209,2605,11.464114832535886
127659,3627,123,3750,29.48780487804878
127660,3079,120,3199,25.65833333333333
127662,3582,125,3707,28.656
127671,3425,189,3614,18.12169312169312
127675,3513,81,3594,43.37037037037037
127676,3262,111,3373,29.38738738738739
127678,3654,214,3868,17.074766355140188
127681,3700,167,3867,22.15568862275449
127685,3708,80,3788,46.35
127688,2135,130,2265,16.423076923076923
127690,2249,116,2365,19.38793103448276
127703,3439,130,3569,26.453846153846158
127712,2491,98,2589,25.418367346938776
127716,3253,127,3380,25.614173228346456
127718,3226,116,3342,27.810344827586206
127731,1561,108,1669,14.453703703703704
127736,2323,164,2487,14.164634146341465
127761,3966,106,4072,37.41509433962264
127767,3177,49,3226,64.83673469387755
127774,1866,275,2141,6.785454545454545
127779,1666,101,1767,16.495049504950494
127794,3176,145,3321,21.90344827586207
127803,1478,97,1575,15.237113402061857
127810,2632,210,2842,12.533333333333331
127812,1031,103,1134,10.009708737864075
127819,3233,118,3351,27.39830508474576
127832,893,216,1109,4.13425925925926
127840,3373,351,3724,9.60968660968661
127841,3246,189,3435,17.174603174603174
127843,3273,122,3395,26.827868852459016
127844,3190,128,3318,24.921875
127845,3204,351,3555,9.128205128205128
127849,2508,247,2755,10.153846153846152
127850,3714,257,3971,14.45136186770428
127862,2252,57,2309,39.50877192982456
